182changeratio,28changeratio,364changeratio,91changeratio,bonus,code,cps,debt2asset,eps,epsr,name,netprofit,netprofitdate,netprofitr,per,per_d,roe,symbol,vertical,vprofitdesc
-25.90%,-5.76%,-41.88%,-17.90%,--,600433,--,37.7926,0.04,46.64,冠豪高新,4992.36,08-25-2018,46.71,94,69.63,1.96,sh600433,造纸业-未分组,造纸业-其他（补充）
82.01%,100.47%,79.96%,88.74%,10派0.3,,--,,0.11,-15.38,,12594.06,03-31-2014,-18.13,,,7.32,,,
-9.65%,-6.21%,-27.32%,-7.48%,10派0.1,,--,,0.03,-73.45,,3676.15,03-15-2015,-70.81,,,1.59,,,
,,,,10派0.38,,--,,0.09,208.22,,10852.5,03-21-2016,195.21,,,4.37,,,
,,,,10派0.13,,--,,0.04,-55.56,,5279.02,03-19-2017,-51.36,,,2.09,,,
-15.19%,14.89%,-40.52%,-2.90%,--,600435,--,38.9383,0.01,180.69,北方导航,1341.35,08-11-2018,180.31,290.667,232.533,0.63,sh600435,未分组,军品分部
82.01%,100.47%,79.96%,88.74%,10派0.5,,--,,0.04,33.33,,3250.69,04-23-2014,41.87,,,1.42,,,
3.41%,14.35%,-25.62%,9.42%,10派0.5转10,,--,,0.05,25,,3858.12,04-21-2015,18.69,,,1.9,,,
,,,,10派0.25,,--,,0.03,-40,,4289.85,03-30-2016,11.19,,,2.08,,,
,,,,10派0.25,,--,,0.03,0,,4728.26,03-27-2017,10.22,,,2.27,,,
12.46%,-8.53%,67.52%,-15.59%,--,600436,--,22.8523,1.02,41.67,片仔癀,61753.3,08-25-2018,42.55,68.881,56.171,14,sh600436,医药业,医药工业 医药商业
82.01%,100.47%,79.96%,88.74%,10派9转15,,--,,2.73,0,,43882.88,04-17-2014,2.11,,,16.79,,,
37.13%,-8.96%,109.50%,-4.88%,10派3.5转5,,--,,1.16,-57.51,,46667.67,04-15-2015,6.35,,,15.43,,,
,,,,10派2.7,,--,,0.89,-23.28,,53613.19,04-13-2016,14.88,,,16.2,,,
,,,,10派4.3,,--,,1.34,50.56,,80701.87,04-16-2017,50.53,,,21.16,,,
-35.04%,12.71%,-27.84%,-8.89%,--,600438,--,55.4997,0.24,16.14,通威股份,91935.44,08-18-2018,16.14,12.657,11.903,6.71,sh600438,未分组-光伏行业,其他（补充） 农牧业务-光伏业务
82.01%,100.47%,79.96%,88.74%,10派2,,--,,0.4,-2.3,,32929.49,03-31-2014,7.66,,,14.29,,,
-20.79%,12.18%,-9.76%,2.67%,10派1.2送6转4,,--,,0.41,0.57,,33113.81,04-12-2015,0.56,,,13.8,,,
,,,,10派0.8,,--,,0.32,-20.6,,102472.44,04-15-2016,209.46,,,14.38,,,
,,,,10派1.6,,--,,0.52,61.06,,201204.43,03-30-2017,96.35,,,16.07,,,
-47.65%,0.00%,-45.30%,-26.18%,--,600439,--,42.0015,0.11,19.35,瑞贝卡,12560.1,08-30-2018,19.36,16.474,15.048,4.6,sh600439,undefined,undefined
82.01%,100.47%,79.96%,88.74%,10派0.4,,--,,0.17,-9.24,,15632.56,03-21-2014,-9.41,,,6.86,,,
-36.17%,-0.47%,-31.59%,-16.81%,10派0.5,,--,,0.15,-9.7,,14138.82,04-08-2015,-9.56,,,6.11,,,
,,,,10派0.6转2,,--,,0.18,21.35,,17160.66,03-31-2016,21.37,,,7.14,,,
,,,,10派0.5,,--,,0.19,4.45,,21511.74,03-31-2017,25.35,,,8.92,,,
-26.18%,-9.18%,-39.93%,-16.00%,--,600444,--,35.1988,0.12,71.43,国机通用,1794.41,08-24-2018,75.01,9.008,8.612,3.46,sh600444,环保行业-未分组,环境分部-管业分部
82.01%,100.47%,79.96%,88.74%,--,,--,,-0.27,-775,,-2857.01,04-17-2014,-714.43,,,--,,,
-9.99%,-9.61%,-24.88%,-5.34%,--,,--,,0.21,-177.78,,3019.73,04-15-2015,-205.7,,,9.68,,,
,,,,--,,--,,0.11,-50,,1537.65,04-26-2016,-49.08,,,4.59,,,
,,,,--,,--,,1.14,987.9,,16725.99,04-19-2017,987.76,,,39.24,,,
-41.59%,1.96%,-50.97%,-26.53%,--,600446,--,55.2256,0.09,258.02,金证股份,7420.52,08-24-2018,265.25,59.33,43.008,4.03,sh600446,undefined,undefined
82.01%,100.47%,79.96%,88.74%,10派1.16,,--,,0.58,38.1,,15335.3,03-20-2014,40.42,,,20.34,,,
-28.78%,1.48%,-38.68%,-17.21%,10派0.57,,--,,0.31,-46.55,,25474.94,03-23-2015,66.12,,,23.78,,,
,,,,10派0.85,,--,,0.28,-9.19,,23507.89,04-19-2016,-7.72,,,17.13,,,
,,,,10派0.31,,--,,0.16,-43.84,,13200.01,04-20-2017,-43.85,,,8.42,,,
-23.55%,-4.55%,-41.28%,-1.11%,--,600448,--,58.6674,0.02,0,华纺股份,1134.37,08-28-2018,47.99,178.5,155.217,0.77,sh600448,undefined,undefined
82.01%,100.47%,79.96%,88.74%,--,,--,,0.06,20,,2431.61,03-24-2014,43.01,,,3.38,,,
-6.78%,-5.00%,-26.57%,11.44%,--,,--,,0.03,-50,,1253.06,04-12-2015,-48.47,,,1.51,,,
,,,,--,,--,,0.02,-33.33,,1028,04-25-2016,-17.96,,,1.22,,,
,,,,--,,--,,0.02,0,,686.02,04-17-2017,-33.27,,,0.76,,,
-33.14%,-5.18%,-35.64%,-9.45%,--,600449,--,33.8121,0.3,25,宁夏建材,14276.93,08-21-2018,26.07,11.606,10.742,3.12,sh600449,undefined,undefined
82.01%,100.47%,79.96%,88.74%,10派1.8,,--,,0.57,-9.43,,27151.3,03-20-2014,-9.51,,,6.55,,,
-18.47%,-5.63%,-19.51%,2.04%,10派0.2,,--,,0.04,-92.96,,1989.56,03-24-2015,-92.67,,,0.47,,,
,,,,10派0.4,,--,,0.12,201.5,,5764.99,03-16-2016,189.76,,,1.38,,,
,,,,10派2.2,,--,,0.71,488.72,,33730.5,03-24-2017,485.09,,,7.72,,,
-32.42%,-6.81%,-42.82%,-23.72%,--,600452,--,72.0412,0.55,-20.29,涪陵电力,12343.76,08-02-2018,12.58,11.183,10.577,10.3,sh600452,未分组,电网业务 节能业务
82.01%,100.47%,79.96%,88.74%,10派2,,--,,0.45,32.35,,7196.08,04-03-2014,32.89,,,15.38,,,
-17.60%,-7.25%,-28.49%,-14.04%,10派3.5,,--,,1.16,157.78,,18610.36,03-30-2015,158.62,,,30.85,,,
,,,,10派1.6,,--,,1.05,-9.48,,16794.64,03-31-2016,-9.76,,,22.23,,,
,,,,10派2送4,,--,,1.42,35.24,,22642.38,03-30-2017,34.82,,,22.32,,,
-31.21%,-10.48%,-41.25%,-15.99%,--,600455,--,69.7672,-0.01,-45.83,博通股份,-82.51,08-18-2018,-43.99,317.429,275.341,-0.64,sh600455,未分组,计算机信息技术
82.01%,100.47%,79.96%,88.74%,--,,--,,0.1,-43.53,,600.12,04-17-2014,-43.05,,,4.69,,,
-16.12%,-10.90%,-26.53%,-5.33%,--,,--,,0.05,-46.88,,317.87,03-05-2015,-47.03,,,2.4,,,
,,,,--,,--,,-0.16,-413.73,,-999.03,03-25-2016,-414.29,,,-7.73,,,
,,,,--,,--,,0.07,-143.75,,439.45,03-31-2017,-143.99,,,3.48,,,
-18.67%,2.10%,-36.13%,-5.53%,--,600456,--,47.2775,0.08,-164.97,宝钛股份,3400.17,08-16-2018,-165.01,302.405,60.24,0.99,sh600456,undefined,undefined
82.01%,100.47%,79.96%,88.74%,10派0.5,,--,,0.03,2.21,,1192.91,03-27-2014,2.27,,,0.33,,,
-0.83%,1.62%,-20.13%,6.46%,10派0.5,,--,,-0.43,-1667.15,,-18677.57,04-28-2015,-1665.72,,,-5.32,,,
,,,,10派0.5,,--,,0.09,-119.74,,3686.21,03-31-2016,-119.74,,,1.08,,,
,,,,10派0.5,,--,,0.05,-41.77,,2148.36,04-20-2017,-41.72,,,0.63,,,
-8.11%,-5.47%,-30.67%,0.39%,--,600458,--,63.8789,0.1,150,时代新材,7753.93,08-24-2018,152.29,86.333,54.603,1.53,sh600458,化工行业-未分组-电力行业,橡胶和塑料分部-轨道交通建设分部 未分配项目-风电产品分部
82.01%,100.47%,79.96%,88.74%,10派0.2,,--,,0.07,-66.67,,4526.93,03-28-2014,-62.76,,,1.45,,,
12.05%,-5.92%,-13.30%,13.13%,10派0.5,,--,,0.39,457.14,,25557.43,03-30-2015,464.56,,,8.33,,,
,,,,10派1,,--,,0.3,-23.08,,24198.9,03-30-2016,-5.32,,,5.09,,,
,,,,10派0.5,,--,,0.09,-70,,6922.39,03-29-2017,-71.39,,,1.41,,,
-25.39%,7.08%,-44.10%,-9.85%,--,600459,--,67.2382,0.22,-4.35,贵研铂业,7551.81,08-23-2018,23.65,24.674,24.493,3.81,sh600459,undefined,undefined
82.01%,100.47%,79.96%,88.74%,10派1,,--,,0.33,-21.43,,8542.99,04-16-2014,6.95,,,4.98,,,
-9.02%,6.57%,-30.09%,1.59%,10派0.74,,--,,0.25,-24.24,,6395.03,04-08-2015,-25.14,,,3.62,,,
,,,,10派1,,--,,0.32,28,,8302.06,04-14-2016,29.82,,,4.57,,,
,,,,10派1.4转3,,--,,0.46,43.75,,11932.8,03-22-2017,43.73,,,6.3,,,
-40.20%,-16.87%,38.36%,-26.49%,--,600460,--,48.1249,0.07,4.29,士兰微,9531.26,08-08-2018,12.9,69.357,68.963,2.92,sh600460,电子行业-未分组,电子元器件-其他（补充）
82.01%,100.47%,79.96%,88.74%,10派0.25,,--,,0.13,0,,16434.42,03-10-2014,42.58,,,7.06,,,
-27.08%,-17.26%,73.03%,-17.16%,10派0.1,,--,,0.03,-76.92,,3987.62,04-08-2015,-75.74,,,1.67,,,
,,,,10派0.25,,--,,0.08,166.67,,9589.14,03-07-2016,140.47,,,3.93,,,
,,,,10派0.4,,--,,0.14,75,,16948.66,03-27-2017,76.75,,,6.65,,,
-5.70%,-0.86%,-16.09%,-10.51%,--,600461,--,60.278,0.21,31.25,洪城水业,16373.52,08-23-2018,31.15,16.543,14.614,4.97,sh600461,其他能源行业-环保行业-未分组,能源板块-污水板块-其他（补充）
82.01%,100.47%,79.96%,88.74%,10派1.5,,--,,0.45,49.15,,14832.33,04-11-2014,48.96,,,8.27,,,
14.99%,-1.33%,4.94%,0.84%,--,,--,,0.57,26.67,,18954.24,04-30-2015,27.79,,,9.76,,,
,,,,10派1.8,,--,,0.3,-47.37,,23237.47,04-26-2016,22.6,,,8.28,,,
,,,,--,,--,,0.35,16.67,,27396.95,04-20-2017,17.9,,,8.74,,,
-43.19%,-14.42%,-58.67%,-36.73%,--,600462,--,90.5224,-0.01,-390.63,九有股份,-498.32,08-24-2018,-395.43,166.875,762.857,-1.68,sh600462,undefined,undefined
82.01%,100.47%,79.96%,88.74%,--,,--,,0,-69.63,,220.1,04-25-2014,-69.42,,,0.69,,,
-30.73%,-14.82%,-48.31%,-28.70%,--,,--,,-0.07,-1736.59,,-3579.77,04-26-2015,-1726.45,,,-11.83,,,
,,,,--,,--,,0.01,-118.78,,673.78,04-08-2016,-118.82,,,2.34,,,
,,,,--,,--,,0.02,26.98,,855.44,03-24-2017,26.96,,,2.9,,,
-35.95%,-4.09%,-57.00%,-32.23%,--,600463,--,49.513,-0.01,-103.86,空港股份,-239.69,08-29-2018,-103.85,125.191,-40.245,-0.17,sh600463,undefined,undefined
82.01%,100.47%,79.96%,88.74%,10派1,,--,,0.17,-43.33,,4254.34,01-31-2014,-43.57,,,5.4,,,
-21.90%,-4.54%,-46.22%,-23.63%,10派0.5,,--,,0.09,-47.06,,2272.58,03-26-2015,-46.58,,,2.86,,,
,,,,10派0.4,,--,,0.09,4.22,,2814.87,02-28-2016,23.86,,,2.02,,,
,,,,10派0.16,,--,,0.05,-44.14,,1572.52,03-14-2017,-44.14,,,1.13,,,
-27.75%,-7.37%,-31.83%,-26.57%,--,600466,--,82.886,0.14,19.18,蓝光发展,61989.02,08-21-2018,118.84,8.781,6.656,4.14,sh600466,房地产行业-未分组,房地产开发-其他业务板块
82.01%,100.47%,79.96%,88.74%,10派0.1,,--,,0.03,-44.05,,1258.12,04-30-2014,-44.15,,,2.13,,,
-11.90%,-7.81%,-14.75%,-17.25%,10派1.2,,--,,0.4,1277,,80500.33,03-31-2015,6298.47,,,10.51,,,
,,,,10派1,,--,,0.41,3.64,,89577.36,04-26-2016,11.28,,,9.86,,,
,,,,10派1转4,,--,,0.57,39.84,,136595.04,03-31-2017,52.49,,,12.81,,,
-15.22%,-6.90%,-33.28%,-3.49%,--,600467,--,47.1774,0.02,-26.09,好当家,3227.54,08-27-2018,-26.21,60.75,84.375,1.07,sh600467,undefined,undefined
82.01%,100.47%,79.96%,88.74%,10派0.09,,--,,0.03,-81.25,,2057.72,04-25-2014,-82.1,,,0.71,,,
3.38%,-7.34%,-16.56%,8.76%,10派0.15转10,,--,,0.05,66.67,,3519.39,04-23-2015,71.03,,,1.21,,,
,,,,10派0.1,,--,,0.03,-40,,4311.63,04-26-2016,22.51,,,1.46,,,
,,,,10派0.11,,--,,0.04,33.33,,5353.09,04-26-2017,24.15,,,1.78,,,
-7.94%,-8.25%,-19.13%,-20.64%,--,600468,--,30.7567,0.05,9.5,百利电气,3926.57,08-18-2018,9.43,64.172,61.027,2.15,sh600468,undefined,undefined
82.01%,100.47%,79.96%,88.74%,10派0.32,,--,,0.11,43.72,,4858.52,02-28-2014,43.81,,,7.84,,,
12.25%,-8.68%,1.13%,-10.57%,10派0.11,,--,,0.04,-65.54,,1674.02,03-31-2015,-65.54,,,2.64,,,
,,,,10派0.3转5,,--,,0.1,171.93,,5325.52,04-10-2016,218.13,,,3.25,,,
,,,,10派0.33,,--,,0.08,-18.34,,6614.03,04-12-2017,24.2,,,3.71,,,
-33.21%,2.31%,-55.69%,-8.05%,--,600469,--,76.7199,-0.16,-20,风神股份,-8992.88,08-31-2018,-20.06,-4.165,-4.401,-4.8,sh600469,undefined,undefined
82.01%,100.47%,79.96%,88.74%,10派1.5,,--,,0.88,5.39,,33179.77,04-21-2014,5.98,,,12.6,,,
-18.56%,1.83%,-44.59%,3.62%,10派10送5,,--,,0.66,-25.11,,24723.41,04-29-2015,-25.49,,,8.55,,,
,,,,10派1,,--,,0.15,-77.24,,8455.14,03-30-2016,-65.8,,,3.78,,,
,,,,--,,--,,-0.85,-666.67,,-47499.32,04-03-2017,-661.78,,,-21.78,,,
-25.68%,-0.25%,-43.41%,0.69%,--,600470,--,69.3256,0.03,-276.47,六国化工,1767.57,08-18-2018,-303.66,28.571,20.46,0.85,sh600470,undefined,undefined
82.01%,100.47%,79.96%,88.74%,--,,--,,-0.4,-1433.33,,-20642.05,04-25-2014,-1554.71,,,-9.66,,,
-9.38%,-0.72%,-29.23%,13.47%,10派0.8,,--,,0.29,-172.5,,14879.32,03-26-2015,-172.08,,,6.95,,,
,,,,--,,--,,-0.24,-182.76,,-12462.45,04-15-2016,-183.76,,,-2.99,,,
,,,,10派0.5,,--,,0.14,-158.33,,7560.27,04-10-2017,-160.66,,,1.85,,,
-21.91%,-1.40%,-46.33%,-11.36%,--,600475,--,58.2852,0.47,0.81,华光股份,26327.38,08-30-2018,3.69,13.647,13.52,5.73,sh600475,未分组-市政机关行业-其他-其他能源行业,锅炉制造 电站工程与服务-市政环境工程与服务-分部间抵销-地热能源开发与运营
82.01%,100.47%,79.96%,88.74%,10派1,,--,,0.33,9.98,,8322.73,04-03-2014,10,,,6.22,,,
-4.78%,-1.87%,-32.88%,-0.11%,10派1.4,,--,,0.44,33.93,,11145.56,04-22-2015,33.92,,,7.91,,,
,,,,--,,--,,0.42,-3.22,,10789.09,04-25-2016,-3.2,,,7.22,,,
,,,,10派1.2,,--,,0.72,71.45,,39859.09,04-20-2017,269.44,,,9.04,,,
-7.40%,-10.31%,-38.93%,-20.16%,--,600476,--,53.5354,0,-74.12,湘邮科技,35.77,08-28-2018,-73.95,1096.923,2066.667,0.18,sh600476,undefined,undefined
82.01%,100.47%,79.96%,88.74%,--,,--,,0.05,-111.69,,721.62,03-31-2014,-111.65,,,3.18,,,
12.91%,-10.73%,-23.63%,-10.03%,--,,--,,-0.25,-644.44,,-3952.98,04-26-2015,-647.79,,,-18.74,,,
,,,,--,,--,,0.01,-105.71,,231.16,03-28-2016,-105.85,,,1.2,,,
,,,,--,,--,,0.01,-7.14,,212.88,04-14-2017,-7.91,,,1.07,,,
-33.89%,-11.35%,-54.26%,-9.78%,--,600477,--,60.6959,0.2,-24.14,杭萧钢构,35282.41,08-31-2018,-1.53,8.247,8.912,11.49,sh600477,未分组-其他-房地产行业-建材行业,建筑-其他 分部间抵销-房地产-建材
82.01%,100.47%,79.96%,88.74%,10派0.6转3,,--,,0.11,16.67,,5925.81,04-21-2014,32.95,,,5.57,,,
-19.39%,-11.77%,-42.80%,1.67%,10派0.6转3,,--,,0.17,49.11,,12051.04,04-16-2015,103.37,,,9.85,,,
,,,,10派0.8送1转2,,--,,0.43,158.68,,44875.84,04-15-2016,272.38,,,24.08,,,
,,,,10派1.7送3,,--,,0.56,29.4,,76801.64,04-13-2017,71.14,,,30.53,,,
-39.26%,-13.07%,-62.81%,-29.29%,--,600478,--,47.1738,-0.03,-46.43,科力远,-4338.5,08-23-2018,-43.99,236.875,98.956,-2.1,sh600478,电池行业-商贸业-未分组-其他,动力电池及极片-贸易收入-镍产品-其他
82.01%,100.47%,79.96%,88.74%,10转8,,--,,-0.1,-424.33,,-4593.89,04-11-2014,-550.59,,,-4.93,,,
-25.94%,-13.48%,-53.49%,-20.32%,10转5,,--,,0.01,-108.63,,746.38,04-19-2015,-116.25,,,0.63,,,
,,,,--,,--,,-0.15,-1909.52,,-21160.81,03-25-2016,-2935.11,,,-15.19,,,
,,,,--,,--,,0.02,-110.53,,2201.56,03-27-2017,-110.4,,,1.59,,,
-31.09%,-6.27%,-23.12%,-30.28%,--,600479,--,31.825,0.16,23.73,千金药业,6741.98,08-23-2018,48.44,14.303,13.255,3.53,sh600479,医药业-商贸业-其他-未分组,药品生产-药品批发零售-其他 合并抵销-其他（补充）
82.01%,100.47%,79.96%,88.74%,10派2,,--,,0.34,-15.07,,10509.29,04-29-2014,-15.09,,,9.64,,,
-15.97%,-6.71%,-3.86%,-21.43%,10派1.5,,--,,0.29,-15.6,,9295.96,04-15-2015,-11.55,,,7.22,,,
,,,,10派2,,--,,0.43,47.25,,14942.87,02-28-2016,60.75,,,8.81,,,
,,,,10派3转2,,--,,0.6,39.02,,20775.83,04-12-2017,39.04,,,11.47,,,
-36.49%,0.00%,-53.78%,-13.17%,--,600480,--,56.6735,0.39,-25,凌云股份,17673,08-28-2018,-24.68,12.151,14.778,4.56,sh600480,汽车及零件制造业-化工行业-未分组-其他,汽车零部件分部-塑料管道系统分部-其他（补充）-其他
82.01%,100.47%,79.96%,88.74%,10派1.2,,--,,0.38,2.7,,13712.28,03-21-2014,1.92,,,6.96,,,
-22.56%,-0.47%,-42.20%,-2.15%,10派1,,--,,0.37,-2.63,,13747.61,04-19-2015,0.26,,,6.34,,,
,,,,10派1.42,,--,,0.47,27.03,,21303.47,03-28-2016,54.96,,,6.24,,,
,,,,10派2.2,,--,,0.73,55.32,,33103.76,04-24-2017,55.39,,,9.07,,,
-18.20%,5.11%,-34.91%,-3.59%,--,600481,--,46.1484,0.03,294.05,双良节能,5439,08-28-2018,300.08,55.574,39.213,2.6,sh600481,undefined,undefined
82.01%,100.47%,79.96%,88.74%,10派4,,--,,0.36,-43.77,,29266.92,03-21-2014,-43.77,,,13.05,,,
-0.26%,4.61%,-18.60%,8.64%,10派1,,--,,0.22,-40.46,,34854.55,04-22-2015,19.09,,,15.25,,,
,,,,10派0.8,,--,,0.1,-53.7,,16136,04-22-2016,-53.7,,,7.62,,,
,,,,10派0.5,,--,,0.06,-40.56,,9595.3,04-25-2017,-40.53,,,4.56,,,
-6.82%,24.54%,-11.38%,31.32%,--,600482,--,34.2407,0.36,12.5,中国动力,61700.66,08-28-2018,10.04,32.652,31.054,2.34,sh600482,undefined,undefined
82.01%,100.47%,79.96%,88.74%,10派0.81,,--,,0.27,12.5,,14435.19,03-27-2014,24.06,,,7.19,,,
13.62%,23.95%,10.83%,47.98%,--,,--,,0.33,22.22,,17507.87,04-22-2015,21.29,,,8.24,,,
,,,,10派2.2,,--,,0.71,115.15,,107324.9,02-28-2016,513.01,,,5.9,,,
,,,,10派2.08,,--,,0.69,-2.82,,120174.25,04-26-2017,11.97,,,4.69,,,
13.03%,-0.37%,-12.02%,-6.09%,--,600483,--,49.7648,0.26,36.84,福能股份,40665.94,08-28-2018,37.85,14.852,13.03,3.8,sh600483,电力行业-纺织行业,电力-纺织
82.01%,100.47%,79.96%,88.74%,10派2,,--,,0.73,942.86,,79539.92,03-26-2014,3608.54,,,17.45,,,
37.82%,-0.84%,10.03%,5.83%,10派2,,--,,0.85,16.44,,106333.78,03-31-2015,33.69,,,17.16,,,
,,,,10派2,,--,,0.66,-22.35,,101460.43,03-30-2016,-4.58,,,10.77,,,
,,,,10派2,,--,,0.54,-18.18,,84353.43,03-16-2017,-16.86,,,8.21,,,
undefined,undefined,undefined,undefined,--,600485,--,53.6226,-0.15,-161.4,信威集团,-44874.46,08-31-2018,-161.73,-24.317,-14.487,-4.59,sh600485,undefined,undefined
82.01%,100.47%,79.96%,88.74%,10派0.06,,--,,0.67,529.16,,181238.65,04-30-2014,12142.6,,,28.93,,,
NaN%,NaN%,NaN%,NaN%,10派0.074,,--,,0.65,-3.45,,190125.82,04-27-2015,4.9,,,16.86,,,
,,,,10派0.091,,--,,0.52,-20,,152695.92,04-29-2016,-19.69,,,12.75,,,
,,,,--,,--,,-0.6,-215.38,,-176884.35,04-28-2017,-215.84,,,-16.31,,,
-22.66%,-15.16%,6.14%,-30.09%,--,600486,--,36.3626,1.82,122.28,扬农化工,56266.99,08-21-2018,122.28,22.318,14.505,13.54,sh600486,undefined,undefined
82.01%,100.47%,79.96%,88.74%,10派2送2,,--,,1.76,-19.7,,45468.13,04-15-2014,20.42,,,18.21,,,
-5.69%,-15.56%,32.74%,-21.22%,10派4.5,,--,,1.47,-16.64,,45508.57,03-15-2015,0.09,,,15.52,,,
,,,,10派4.3,,--,,1.42,-3.47,,43926.06,04-11-2016,-3.48,,,13.44,,,
,,,,10派5.6,,--,,1.86,30.91,,57495.4,04-24-2017,30.89,,,15.71,,,
-17.33%,1.88%,8.32%,-1.97%,--,600487,--,64.4072,0.62,-0.4,亨通光电,117175.37,08-30-2018,52.69,14.266,13.686,10.84,sh600487,undefined,undefined
82.01%,100.47%,79.96%,88.74%,10派0.84,,--,,0.87,-38.22,,34415.64,04-15-2014,18.25,,,9.13,,,
0.80%,1.40%,35.46%,10.47%,10派0.47,,--,,0.46,-46.83,,57281.58,04-06-2015,66.44,,,13.12,,,
,,,,10派1.1,,--,,1.06,129.79,,131639.15,04-22-2016,129.81,,,25.16,,,
,,,,10派1.6送4,,--,,1.63,54.07,,210882.78,04-28-2017,60.2,,,26.88,,,
-14.24%,-2.80%,-30.74%,-10.33%,--,600488,--,25.4309,0.07,-1.41,天药股份,7635.39,08-30-2018,12.69,32.101,30.126,2.77,sh600488,undefined,undefined
82.01%,100.47%,79.96%,88.74%,10派0.28,,--,,0.09,60.71,,8658.39,03-19-2014,66.75,,,3.7,,,
4.57%,-3.26%,-13.38%,1.05%,10派0.25,,--,,0.08,-9,,7872.39,03-25-2015,-9.08,,,3.28,,,
,,,,10派0.21,,--,,0.07,-19.41,,6380.57,03-23-2016,-18.95,,,2.61,,,
,,,,10派0.36,,--,,0.12,80.3,,12980.83,03-29-2017,103.44,,,4.46,,,
-22.50%,4.17%,-39.02%,-18.50%,--,600489,--,59.3944,0.04,-33.33,中金黄金,12452.87,08-29-2018,-41.37,84.375,114.601,0.92,sh600489,冶金业-采掘业-未分组,冶炼企业-矿山企业-其他（补充）
82.01%,100.47%,79.96%,88.74%,10派0.1,,--,,0.03,-80,,8434.23,04-25-2014,-80.43,,,0.85,,,
-5.50%,3.68%,-23.74%,-8.16%,--,,--,,0.03,0,,8637.82,04-29-2015,2.41,,,0.86,,,
,,,,10派0.35,,--,,0.11,266.67,,36236.92,04-27-2016,319.51,,,3.03,,,
,,,,10派0.3,,--,,0.08,-27.27,,29126.55,04-27-2017,-19.62,,,2.18,,,
undefined,undefined,undefined,undefined,--,600490,--,40.0661,0.09,44.55,鹏欣资源,17383.99,08-30-2018,53.63,54.188,45.56,3.16,sh600490,undefined,undefined
82.01%,100.47%,79.96%,88.74%,--,,--,,0.05,-55.19,,7531.21,04-28-2014,-23.77,,,4.85,,,
NaN%,NaN%,NaN%,NaN%,--,,--,,0.01,-80.35,,1962.04,04-23-2015,-73.95,,,1.2,,,
,,,,--,,--,,0.03,200,,5149.29,04-08-2016,162.45,,,1.46,,,
,,,,--,,--,,0.16,433.33,,30122.94,03-15-2017,484.99,,,5.61,,,
-35.46%,-8.36%,-38.98%,-11.45%,--,600491,--,78.6772,0.26,39.92,龙元建设,39407.86,08-28-2018,69.61,13.708,11.267,5.58,sh600491,土木工程行业-未分组-钢铁行业-其他,土建施工-其中PPP项目投资 其中PPP项目土建-装饰与钢结构-其他
82.01%,100.47%,79.96%,88.74%,10派0.3,,--,,0.26,13.04,,24179.74,04-15-2014,9.1,,,7.56,,,
-21.30%,-8.79%,-23.69%,-0.21%,10派0.2,,--,,0.22,-15.38,,20500.65,04-15-2015,-15.22,,,5.97,,,
,,,,10派0.35,,--,,0.28,27.27,,34842.37,04-25-2016,69.96,,,6.99,,,
,,,,10派0.35,,--,,0.48,71.43,,60651.57,04-28-2017,74.07,,,10.89,,,
-28.20%,-3.38%,-47.38%,-20.69%,--,600493,--,39.0033,0.09,147.38,凤竹纺织,2442.95,08-30-2018,147.71,59.474,37.5,3.45,sh600493,undefined,undefined
82.01%,100.47%,79.96%,88.74%,10派0.2,,--,,0.04,-28.54,,1001.53,03-31-2014,-28.48,,,1.59,,,
-12.45%,-3.84%,-34.19%,-10.63%,10派0.2,,--,,0.05,29.89,,1299.8,03-31-2015,29.78,,,2.04,,,
,,,,10派0.7,,--,,0.21,333.89,,5642.09,03-31-2016,334.07,,,8.49,,,
,,,,10派0.3,,--,,0.09,-55.98,,2482.78,03-31-2017,-56,,,3.59,,,
-23.91%,-5.17%,-41.73%,5.50%,--,600495,--,21.1171,0.02,100,晋西车轴,2711.02,08-22-2018,103.65,422,166.798,0.87,sh600495,undefined,undefined
82.01%,100.47%,79.96%,88.74%,10派0.65转8,,--,,0.21,-38.24,,14037.06,03-31-2014,22.72,,,4.68,,,
-7.22%,-5.62%,-27.13%,18.89%,10派0.26,,--,,0.08,-61.9,,10080.95,03-18-2015,-28.18,,,3.28,,,
,,,,--,,--,,0.02,-75,,2694.31,03-10-2016,-73.27,,,0.87,,,
,,,,10派0.1,,--,,0.01,-50,,1680.8,03-29-2017,-37.62,,,0.54,,,
-17.91%,-0.67%,-47.26%,-8.59%,--,600496,--,60.1303,0.07,94.57,精工钢构,11886.13,08-25-2018,114.05,72.506,40.99,2.96,sh600496,undefined,undefined
82.01%,100.47%,79.96%,88.74%,10派0.4转12,,--,,0.44,10,,26651.09,04-20-2014,12.39,,,10.45,,,
0.10%,-1.14%,-34.04%,3.01%,10派0.2,,--,,0.13,-71.18,,19159.06,04-16-2015,-28.11,,,5.55,,,
,,,,10派0.1,,--,,0.07,-42.82,,10957.31,04-18-2016,-42.81,,,3,,,
,,,,--,,--,,0.04,-43.31,,6202.21,04-28-2017,-43.4,,,1.6,,,
-34.05%,-4.08%,-45.03%,-21.16%,--,600497,--,46.5972,0.14,13.69,驰宏锌锗,73167.76,08-21-2018,34.34,16.932,16.266,5.17,sh600497,undefined,undefined
82.01%,100.47%,79.96%,88.74%,10派1.5,,--,,0.1,-74.51,,16116.51,04-21-2014,-72.66,,,1.8,,,
